"Accepted_name_species","Native_status","Island","Presence_Absence"
"Chromolaena_odorata","exotic","M",0
"Chrysobalanus_icaco","exotic","M",0
"Chrysophyllum_oliviforme","exotic","M",1
"Cinchona_pubescens","exotic","M",1
"Cinnamomum_burmanni","exotic","M",1
"Cinnamomum_camphora","exotic","M",1
"Cinnamomum_verum","exotic","M",1
"Cissus_alata","exotic","M",1
"Cissus_nodosa","exotic","M",0
"Cissus_rotundifolia","exotic","M",1
"Cissus_verticillata","exotic","M",0
"Citharexylum_caudatum","exotic","M",1
"Citharexylum_spinosum","exotic","M",1
"Claoxylon_sandwicense","native","M",1
"Clermontia_arborescens","native","M",1
"Clermontia_calophylla","native","M",0
"Clermontia_clermontioides","native","M",0
"Clermontia_drepanomorpha","native","M",0
"Clermontia_fauriei","native","M",0
"Clermontia_grandiflora","native","M",1
"Clermontia_hawaiiensis","native","M",0
"Clermontia_kakeana","native","M",1
"Clermontia_kohalae","native","M",0
"Clermontia_lindseyana","native","M",1
"Clermontia_micrantha","native","M",1
"Clermontia_montis-loa","native","M",0
"Clermontia_multiflora","native","M",1
"Clermontia_oblongifolia","native","M",1
"Clermontia_pallida","native","M",0
"Clermontia_parviflora","native","M",0
"Clermontia_peleana","native","M",1
"Clermontia_persicifolia","native","M",0
"Clermontia_pyrularia","native","M",0
"Clermontia_samuelii","native","M",1
"Clermontia_tuberculata","native","M",1
"Clermontia_waimeae","native","M",0
"Clerodendrum_buchananii","exotic","M",1
"Clerodendrum_chinense","exotic","M",1
"Clerodendrum_macrostegium","exotic","M",0
"Clethra_lanata","exotic","M",0
"Clidemia_hirta","exotic","M",1
"Clitoria_heterophylla","exotic","M",0
"Clusia_rosea","exotic","M",1
"Coccoloba_uvifera","exotic","M",1
"Coccothrinax_barbadensis","exotic","M",0
"Cocos_nucifera","exotic","M",1
"Coffea_arabica","exotic","M",1
"Coffea_liberica","exotic","M",0
"Colubrina_asiatica","native","M",1
"Colubrina_oppositifolia","native","M",1
"Conocarpus_erectus","exotic","M",1
"Coprosma_cymosa","native","M",0
"Coprosma_elliptica","native","M",0
"Coprosma_ernodeoides","native","M",1
"Coprosma_foliosa","native","M",1
"Coprosma_kauensis","native","M",0
"Coprosma_longifolia","native","M",0
"Coprosma_menziesii","native","M",0
"Coprosma_montana","native","M",1
"Coprosma_ochracea","native","M",1
"Coprosma_pubens","native","M",1
"Coprosma_rhynchocarpa","native","M",1
"Coprosma_ternata","native","M",1
"Coprosma_waimeae","native","M",0
"Cordia_alliodora","exotic","M",0
"Cordia_dichotoma","exotic","M",0
"Cordia_lutea","exotic","M",0
"Cordia_subcordata","native","M",1
"Cordyline_fruticosa","exotic","M",1
"Cornus_kousa","exotic","M",0
"Corymbia_calophylla","exotic","M",0
"Corymbia_citriodora","exotic","M",1
"Corymbia_ficifolia","exotic","M",1
"Corymbia_gummifera","exotic","M",0
"Corynocarpus_laevigatus","exotic","M",0
"Costus_dubius","exotic","M",0
"Costus_pulverulentus","exotic","M",0
"Costus_scaber","exotic","M",0
"Costus_woodsonii","exotic","M",1
"Cotoneaster_pannosus","exotic","M",1
"Crassula_ovata","exotic","M",0
"Crotalaria_berteroana","exotic","M",1
"Crotalaria_longirostrata","exotic","M",1
"Crotalaria_micans","exotic","M",1
"Croton_guatemalensis","exotic","M",1
"Cryptocarya_mannii","native","M",0
"Cryptostegia_grandiflora","exotic","M",0
"Cryptostegia_madagascariensis","exotic","M",0
"Cupaniopsis_anacardioides","exotic","M",1
"Cuphea_hyssopifolia","exotic","M",1
"Cuphea_ignea","exotic","M",0
"Cyanea_aculeatiflora","native","M",1
"Cyanea_angustifolia","native","M",1
"Cyanea_arborea","native","M",1
"Cyanea_asarifolia","native","M",0
"Cyanea_asplenifolia","native","M",1
"Cyanea_calycina","native","M",0
"Cyanea_comata","native","M",1
"Cyanea_copelandii","native","M",1
"Cyanea_coriacea","native","M",0
"Cyanea_cylindrocalyx","native","M",0
"Cyanea_dolichopoda","native","M",0
"Cyanea_dunbariae","native","M",0
"Cyanea_duvalliorum","native","M",1
"Cyanea_eleeleensis","native","M",0
"Cyanea_elliptica","native","M",1
"Cyanea_fissa","native","M",0
"Cyanea_floribunda","native","M",0
"Cyanea_giffardii","native","M",0
"Cyanea_glabra","native","M",1
"Cyanea_grimesiana","native","M",0
"Cyanea_habenata","native","M",0
"Cyanea_hamatiflora","native","M",1
"Cyanea_hardyi","native","M",0
"Cyanea_hirtella","native","M",0
"Cyanea_horrida","native","M",1
"Cyanea_humboldtiana","native","M",0
"Cyanea_kahiliensis","native","M",0
"Cyanea_kolekoleensis","native","M",0
"Cyanea_koolauensis","native","M",0
"Cyanea_kuhihewa","native","M",0
"Cyanea_lanceolata","native","M",0
"Cyanea_leptostegia","native","M",0
"Cyanea_linearifolia","native","M",0
"Cyanea_lobata","native","M",1
"Cyanea_longiflora","native","M",0
"Cyanea_longissima","native","M",1
"Cyanea_macrostegia","native","M",1
"Cyanea_magnicalyx","native","M",1
"Cyanea_mannii","native","M",0
"Cyanea_maritae","native","M",1
"Cyanea_marksii","native","M",0
"Cyanea_mauiensis","native","M",1
"Cyanea_mceldowneyi","native","M",1
"Cyanea_membranacea","native","M",0
"Cyanea_minutiflora","native","M",0
"Cyanea_munroi","native","M",0
"Cyanea_obtusa","native","M",1
"Cyanea_parvifolia","native","M",0
"Cyanea_pilosa","native","M",0
"Cyanea_pinnatifida","native","M",0
"Cyanea_platyphylla","native","M",0
"Cyanea_pohaku","native","M",1
"Cyanea_procera","native","M",0
"Cyanea_profuga","native","M",0
"Cyanea_pseudofauriei","native","M",0
"Cyanea_purpurellifolia","native","M",0
"Cyanea_pycnocarpa","native","M",0
"Cyanea_quercifolia","native","M",1
"Cyanea_recta","native","M",0
"Cyanea_remyi","native","M",0
"Cyanea_rivularis","native","M",0
"Cyanea_salicina","native","M",0
"Cyanea_scabra","native","M",1
"Cyanea_sessilifolia","native","M",0
"Cyanea_shipmanii","native","M",0
"Cyanea_solanacea","native","M",0
"Cyanea_solenocalyx","native","M",0
"Cyanea_spathulata","native","M",0
"Cyanea_stictophylla","native","M",0
"Cyanea_superba","native","M",0
"Cyanea_tritomantha","native","M",0
"Cyanea_truncata","native","M",0
"Cyanea_undulata","native","M",0
"Cyrtandra_biserrata","native","M",1
"Cyrtandra_calpidicarpa","native","M",0
"Cyrtandra_confertiflora","native","M",0
"Cyrtandra_cordifolia","native","M",0
"Cyrtandra_crenata","native","M",0
"Cyrtandra_cyaneoides","native","M",0
"Cyrtandra_dentata","native","M",0
"Cyrtandra_ferripilosa","native","M",1
"Cyrtandra_filipes","native","M",1
"Cyrtandra_garnotiana","native","M",0
"Cyrtandra_giffardii","native","M",0
"Cyrtandra_gracilis","native","M",0
"Cyrtandra_grandiflora","native","M",0
"Cyrtandra_grayana","native","M",1
"Cyrtandra_grayi","native","M",1
"Cyrtandra_halawensis","native","M",0
"Cyrtandra_hashimotoi","native","M",1
"Cyrtandra_hawaiensis","native","M",1
"Cyrtandra_heinrichii","native","M",0
"Cyrtandra_hematos","native","M",0
"Cyrtandra_kalihii","native","M",0
"Cyrtandra_kamoolaensis","native","M",0
"Cyrtandra_kauaiensis","native","M",0
"Cyrtandra_kaulantha","native","M",0
"Cyrtandra_kealiae","native","M",0
"Cyrtandra_kohalae","native","M",0
"Cyrtandra_laxiflora","native","M",0
"Cyrtandra_lessoniana","native","M",0
"Cyrtandra_longifolia","native","M",0
"Cyrtandra_lydgatei","native","M",1
"Cyrtandra_lysiosepala","native","M",0
"Cyrtandra_macraei","native","M",0
"Cyrtandra_macrocalyx","native","M",1
"Cyrtandra_menziesii","native","M",0
"Cyrtandra_munroi","native","M",1
"Cyrtandra_nanawaleensis","native","M",0
"Cyrtandra_oenobarba","native","M",0
"Cyrtandra_olona","native","M",0
"Cyrtandra_oxybapha","native","M",1
"Cyrtandra_paliku","native","M",0
"Cyrtandra_paludosa","native","M",1
"Cyrtandra_pickeringii","native","M",0
"Cyrtandra_platyphylla","native","M",1
"Cyrtandra_polyantha","native","M",0
"Cyrtandra_procera","native","M",0
"Cyrtandra_propinqua","native","M",0
"Cyrtandra_pruinosa","native","M",0
"Cyrtandra_rivularis","native","M",0
"Cyrtandra_sandwicensis","native","M",0
"Cyrtandra_sessilis","native","M",0
"Cyrtandra_spathulata","native","M",1
"Cyrtandra_subumbellata","native","M",0
"Cyrtandra_tintinnabula","native","M",0
"Cyrtandra_viridiflora","native","M",0
"Cyrtandra_wagneri","native","M",0
"Cyrtandra_waianaeensis","native","M",0
"Cyrtandra_waiolani","native","M",0
"Cyrtandra_wawrae","native","M",0
"Cytisus_proliferus","exotic","M",1
"Cytisus_scoparius","exotic","M",0
"Delissea_argutidentata","native","M",0
"Delissea_fallax","native","M",0
"Delissea_fauriei","native","M",0
"Delissea_kauaiensis","native","M",0
"Delissea_laciniata","native","M",0
"Delissea_lanaiensis","native","M",0
"Delissea_lauliiana","native","M",0
"Delissea_niihauensis","native","M",0
"Delissea_parviflora","native","M",0
"Delissea_rhytidosperma","native","M",0
"Delissea_sinuata","native","M",0
"Delissea_subcordata","native","M",0
"Delissea_takeuchii","native","M",0
"Delissea_undulata","native","M",1
"Delissea_waianaeensis","native","M",0
"Desmodium_barbatum","exotic","M",0
"Desmodium_cajanifolium","exotic","M",0
"Desmodium_incanum","exotic","M",1
"Desmodium_sandwicense","exotic","M",1
"Dillenia_suffruticosa","exotic","M",0
"Dioclea_wilsonii","exotic","M",0
"Diospyros_hillebrandii","native","M",0
"Diospyros_sandwicensis","native","M",1
"Dodonaea_viscosa","native","M",1
"Dolichandra_unguis-cati","exotic","M",1
"Dovyalis_hebecarpa","exotic","M",0
"Dracaena_aurea","native","M",0
"Dracaena_fernaldii","native","M",0
"Dracaena_forbesii","native","M",0
"Dracaena_halaapepe","native","M",0
"Dracaena_konaensis","native","M",0
"Dracaena_rockii","native","M",1
"Dubautia_arborea","native","M",0
"Dubautia_carrii","native","M",0
"Dubautia_ciliolata","native","M",0
"Dubautia_hanaulaensis","native","M",1
"Dubautia_imbricata","native","M",0
"Dubautia_kalalauensis","native","M",0
"Dubautia_kenwoodii","native","M",0
"Dubautia_knudsenii","native","M",0
"Dubautia_laevigata","native","M",0
"Dubautia_latifolia","native","M",0
"Dubautia_laxa","native","M",1
"Dubautia_linearis","native","M",1
"Dubautia_menziesii","native","M",1
"Dubautia_microcephala","native","M",0
"Dubautia_paleata","native","M",0
"Dubautia_pauciflorula","native","M",0
"Dubautia_plantaginea","native","M",1
"Dubautia_platyphylla","native","M",1
"Dubautia_reticulata","native","M",1
"Dubautia_scabra","native","M",1
"Dubautia_sherffiana","native","M",0
"Dubautia_syndetica","native","M",0
"Dubautia_waialealae","native","M",0
"Dubautia_waianapanapaensis","native","M",1
"Duranta_erecta","exotic","M",0
"Ehretia_microphylla","exotic","M",1
"Elaeagnus_umbellata","exotic","M",0
"Elaeocarpus_angustifolius","exotic","M",0
"Elaeocarpus_bifidus","native","M",0
"Embelia_pacifica","native","M",1
"Encelia_farinosa","exotic","M",1
"Enchylaena_tomentosa","exotic","M",1
"Entada_phaseoloides","native","M",0
"Enterolobium_cyclocarpum","exotic","M",0
"Epipremnum_pinnatum","exotic","M",1
"Erica_lusitanica","exotic","M",1
"Eriobotrya_japonica","exotic","M",1
"Erythrina_poeppigiana","exotic","M",0
"Erythrina_sandwicensis","native","M",0
"Escallonia_rubra","exotic","M",0
"Eucalyptus_albens","exotic","M",0
"Eucalyptus_amygdalina","exotic","M",1
"Eucalyptus_botryoides","exotic","M",1
"Eucalyptus_bridgesiana","exotic","M",0
"Eucalyptus_camaldulensis","exotic","M",1
"Eucalyptus_cinerea","exotic","M",0
"Eucalyptus_cladocalyx","exotic","M",0
"Eucalyptus_cornuta","exotic","M",0
"Eucalyptus_crebra","exotic","M",0
"Eucalyptus_deanei","exotic","M",0
"Eucalyptus_deglupta","exotic","M",0
"Eucalyptus_globulus","exotic","M",1
"Eucalyptus_gomphocephala","exotic","M",0
"Eucalyptus_goniocalyx","exotic","M",1
"Eucalyptus_marginata","exotic","M",1
"Eucalyptus_microcorys","exotic","M",1
"Eucalyptus_paniculata","exotic","M",1
"Eucalyptus_pilularis","exotic","M",1
"Eucalyptus_punctata","exotic","M",1
"Eucalyptus_raveretiana","exotic","M",1
"Eucalyptus_resinifera","exotic","M",1
"Eucalyptus_robusta","exotic","M",1
"Eucalyptus_rudis","exotic","M",1
"Eucalyptus_saligna","exotic","M",1
"Eucalyptus_sideroxylon","exotic","M",1
"Eucalyptus_tereticornis","exotic","M",1
"Eucalyptus_viminalis","exotic","M",0
"Eugenia_brasiliensis","exotic","M",1
"Eugenia_koolauensis","native","M",0
"Eugenia_reinwardtiana","native","M",1
"Eugenia_uniflora","exotic","M",1
"Euphorbia_arnottiana","native","M",0
"Euphorbia_atrococca","native","M",0
"Euphorbia_celastroides","native","M",1
"Euphorbia_clusiifolia","native","M",0
"Euphorbia_degeneri","native","M",1
"Euphorbia_deppeana","native","M",0
"Euphorbia_eleanoriae","native","M",0
"Euphorbia_haeleeleana","native","M",0
"Euphorbia_halemanui","native","M",0
"Euphorbia_herbstii","native","M",0
"Euphorbia_kuwaleana","native","M",0
"Euphorbia_lactea","exotic","M",0
"Euphorbia_leucocephala","exotic","M",0
"Euphorbia_multiformis","native","M",1
"Euphorbia_olowaluana","native","M",1
"Euphorbia_remyi","native","M",0
"Euphorbia_rockii","native","M",0
"Euphorbia_skottsbergii","native","M",1
"Euphorbia_sparsiflora","native","M",0
"Euphorbia_tirucalli","exotic","M",0
"Euphorbia_tithymaloides","exotic","M",0
"Eurya_sandwichensis","native","M",1
"Exocarpos_gaudichaudii","native","M",1
"Exocarpos_luteolus","native","M",0
"Exocarpos_menziesii","native","M",0
"Ficus_macrophylla","exotic","M",1
"Ficus_microcarpa","exotic","M",1
"Ficus_nota","exotic","M",0
"Ficus_platypoda","exotic","M",1
"Ficus_rubiginosa","exotic","M",1
"Filicium_decipiens","exotic","M",1
"Fitchia_speciosa","exotic","M",0
"Flacourtia_indica","exotic","M",0
"Flemingia_macrophylla","exotic","M",1
"Flemingia_strobilifera","exotic","M",0
"Flindersia_brayleyana","exotic","M",1
"Flueggea_neowawraea","native","M",1
"Flueggea_virosa","exotic","M",1
"Frangula_californica","exotic","M",0
"Fraxinus_griffithii","exotic","M",1
"Fraxinus_uhdei","exotic","M",1
"Freycinetia_arborea","native","M",1
"Fuchsia_boliviana","exotic","M",0
"Fuchsia_magellanica","exotic","M",1
"Fuchsia_paniculata","exotic","M",0
"Gardenia_brighamii","native","M",1
"Gardenia_mannii","native","M",0
"Gardenia_remyi","native","M",1
"Geranium_arboreum","native","M",1
"Geranium_cuneatum","native","M",1
"Geranium_hanaense","native","M",1
"Geranium_hillebrandii","native","M",1
"Geranium_kauaiense","native","M",0
"Gliricidia_sepium","exotic","M",1
"Gossypium_barbadense","exotic","M",0
"Gossypium_hirsutum","exotic","M",1
"Gouania_hillebrandii","native","M",1
"Gouania_meyenii","native","M",0
"Gouania_vitifolia","native","M",1
"Grevillea_banksii","exotic","M",1
"Grevillea_robusta","exotic","M",1
"Grewia_micrantha","exotic","M",0
"Guaiacum_officinale","exotic","M",0
"Haematoxylum_campechianum","exotic","M",0
"Harrisia_bonplandii","exotic","M",0
"Harrisia_martinii","exotic","M",0
"Hedera_helix","exotic","M",1
"Heliocarpus_popayanensis","exotic","M",0
"Heliotropium_anomalum","native","M",1
"Heritiera_littoralis","exotic","M",0
"Hesperomannia_arborescens","native","M",1
"Hesperomannia_arbuscula","native","M",1
"Hesperomannia_lydgatei","native","M",0
"Heterocentron_subtriplinervium","exotic","M",1
"Heteromeles_arbutifolia","exotic","M",0
"Hibiscadelphus_bombycinus","native","M",0
"Hibiscadelphus_crucibracteatus","native","M",0
"Hibiscadelphus_distans","native","M",0
"Hibiscadelphus_giffardianus","native","M",0
"Hibiscadelphus_hualalaiensis","native","M",0
"Hibiscadelphus_wilderianus","native","M",1
"Hibiscadelphus_woodii","native","M",0
"Hibiscus_arnottianus","native","M",0
"Hibiscus_brackenridgei","native","M",1
"Hibiscus_clayi","native","M",0
"Hibiscus_kokio","native","M",1
"Hibiscus_macrophyllus","exotic","M",0
"Hibiscus_micranthus","exotic","M",0
"Hibiscus_mutabilis","exotic","M",0
"Hibiscus_waimeae","native","M",0
"Hiptage_benghalensis","exotic","M",0
"Homalanthus_populifolius","exotic","M",1
"Homalanthus_populneus","exotic","M",0
"Hoya_australis","exotic","M",1
"Hydrocotyle_bowlesioides","exotic","M",1
"Hydrocotyle_sibthorpioides","exotic","M",1
"Hydrocotyle_verticillata","exotic","M",1
"Hylocereus_costaricensis","exotic","M",0
"Hylocereus_undatus","exotic","M",1
"Hypericum_canariense","exotic","M",1
"Ilex_anomala","native","M",1
"Ilex_aquifolium","exotic","M",1
"Ilex_cassine","exotic","M",0
"Ilex_paraguariensis","exotic","M",0
"Inga_sertulifera","exotic","M",0
"Ipomoea_carnea","exotic","M",0
"Isodendrion_hosakae","native","M",0
"Isodendrion_laurifolium","native","M",0
"Isodendrion_longifolium","native","M",0
"Isodendrion_pyrifolium","native","M",0
"Jacaranda_mimosifolia","exotic","M",1
"Jasminum_fluminense","exotic","M",1
"Jasminum_multiflorum","exotic","M",0
"Jatropha_curcas","exotic","M",1
"Jatropha_gossypiifolia","exotic","M",0
"Jatropha_multifida","exotic","M",0
"Jatropha_podagrica","exotic","M",0
"Justicia_carnea","exotic","M",1
"Justicia_spicigera","exotic","M",0
"Kadua_acuminata","native","M",1
"Kadua_affinis","native","M",1
"Kadua_axillaris","native","M",1
"Kadua_centranthoides","native","M",1
"Kadua_cookiana","native","M",0
"Kadua_cordata","native","M",1
"Kadua_coriacea","native","M",1
"Kadua_degeneri","native","M",0
"Kadua_elatior","native","M",1
"Kadua_fluviatilis","native","M",0
"Kadua_flynnii","native","M",0
"Kadua_foggiana","native","M",0
"Kadua_foliosa","native","M",1
"Kadua_formosa","native","M",1
"Kadua_fosbergii","native","M",0
"Kadua_haupuensis","native","M",0
"Kadua_knudsenii","native","M",0
"Kadua_laxiflora","native","M",1
"Kadua_parvula","native","M",0
"Kadua_tryblium","native","M",0
"Kanaloa_kahoolawensis","native","M",0
"Keysseria_maviensis","native","M",1
"Khaya_nyasica","exotic","M",0
"Koelreuteria_elegans","exotic","M",1
"Kokia_cookei","native","M",0
"Kokia_drynarioides","native","M",0
"Kokia_kauaiensis","native","M",0
"Kokia_lanceolata","native","M",0
"Korthalsella_cylindrica","native","M",1
"Korthalsella_remyana","native","M",1
"Korthalsella_taenioides","native","M",1
"Labordia_cyrtandrae","native","M",0
"Labordia_degeneri","native","M",0
"Labordia_fagraeoidea","native","M",0
"Labordia_hedyosmifolia","native","M",1
"Labordia_helleri","native","M",0
"Labordia_hirtella","native","M",1
"Labordia_hosakana","native","M",0
"Labordia_kaalae","native","M",0
"Labordia_lorenceana","native","M",0
"Labordia_lydgatei","native","M",0
"Labordia_pumila","native","M",0
"Labordia_tinifolia","native","M",1
"Labordia_triflora","native","M",0
"Labordia_venosa","native","M",1
"Labordia_waialealae","native","M",0
"Labordia_waiolanii","native","M",0
"Lantana_camara","exotic","M",1
"Lepidium_arbuscula","native","M",0
"Lepidium_serra","native","M",0
"Leptecophylla_tameiameiae","native","M",1
"Leptospermum_laevigatum","exotic","M",0
"Leptospermum_morrisonii","exotic","M",1
"Leptospermum_petersonii","exotic","M",0
"Leptospermum_polygalifolium","exotic","M",0
"Leptospermum_scoparium","exotic","M",1
"Leucaena_diversifolia","exotic","M",1
"Leucaena_leucocephala","exotic","M",1
"Licuala_spinosa","exotic","M",0
"Ligustrum_lucidum","exotic","M",0
"Ligustrum_sinense","exotic","M",0
"Liriodendron_tulipifera","exotic","M",0
"Livistona_chinensis","exotic","M",1
"Lobelia_dunbariae","native","M",0
"Lobelia_gaudichaudii","native","M",0
"Lobelia_gloria-montis","native","M",1
"Lobelia_grayana","native","M",1
"Lobelia_hillebrandii","native","M",1
"Lobelia_×kauaiensis","native","M",0
"Lobelia_koolauensis","native","M",0
"Lobelia_monostachya","native","M",0
"Lobelia_niihauensis","native","M",0
"Lobelia_oahuensis","native","M",0
"Lobelia_villosa","native","M",0
"Lobelia_wahiawa","native","M",0
"Lobelia_yuccoides","native","M",0
"Lonicera_japonica","exotic","M",1
"Lophostemon_confertus","exotic","M",1
"Lupinus_arboreus","exotic","M",0
"Lycium_sandwicense","native","M",1
"Lysimachia_daphnoides","native","M",0
"Lysimachia_filifolia","native","M",0
"Lysimachia_forbesii","native","M",0
"Lysimachia_glutinosa","native","M",0
"Lysimachia_iniki","native","M",0
"Lysimachia_kalalauensis","native","M",0
"Lysimachia_lydgatei","native","M",1
"Lysimachia_pendens","native","M",0
"Lysimachia_remyi","native","M",1
"Lysimachia_scopulensis","native","M",0
"Lysimachia_venosa","native","M",0
"Lythrum_maritimum","exotic","M",1
"Macadamia_integrifolia","exotic","M",0
"Macadamia_tetraphylla","exotic","M",1
"Macaranga_mappa","exotic","M",0
"Macaranga_tanarius","exotic","M",1
"Majidea_zanguebarica","exotic","M",0
"Mallotus_philippensis","exotic","M",0
"Malvaviscus_penduliflorus","exotic","M",1
"Mangifera_indica","exotic","M",1
"Manihot_carthaginensis","exotic","M",1
"Manihot_esculenta","exotic","M",0
"Mansoa_hymenaea","exotic","M",0
"Medinilla_cummingii","exotic","M",1
"Medinilla_heterophylla","exotic","M",0
"Medinilla_magnifica","exotic","M",0
"Medinilla_venosa","exotic","M",1
"Megaskepasma_erythrochlamys","exotic","M",0
"Melaleuca_armillaris","exotic","M",1
"Melaleuca_quinquenervia","exotic","M",1
"Melastoma_sanguineum","exotic","M",0
"Melastoma_septemnervium","exotic","M",0
"Melia_azedarach","exotic","M",1
"Melicope_adscendens","native","M",1
"Melicope_anisata","native","M",0
"Melicope_balloui","native","M",1
"Melicope_barbigera","native","M",0
"Melicope_christophersenii","native","M",0
"Melicope_cinerea","native","M",0
"Melicope_clusiifolia","native","M",1
"Melicope_cruciata","native","M",0
"Melicope_degeneri","native","M",0
"Melicope_elleryana","exotic","M",0
"Melicope_feddei","native","M",0
"Melicope_haleakalae","native","M",1
"Melicope_haupuensis","native","M",0
"Melicope_hawaiensis","native","M",1
"Melicope_hiiakae","native","M",0
"Melicope_hosakae","native","M",0
"Melicope_kaalaensis","native","M",0
"Melicope_kavaiensis","native","M",0
"Melicope_knudsenii","native","M",1
"Melicope_lydgatei","native","M",0
"Melicope_macropus","native","M",0
"Melicope_makahae","native","M",0
"Melicope_molokaiensis","native","M",1
"Melicope_mucronulata","native","M",1
"Melicope_munroi","native","M",0
"Melicope_nealae","native","M",0
"Melicope_oahuensis","native","M",0
"Melicope_orbicularis","native","M",1
"Melicope_ovalis","native","M",1
"Melicope_ovata","native","M",0
"Melicope_pallida","native","M",0
"Melicope_paniculata","native","M",0
"Melicope_peduncularis","native","M",1
"Melicope_pseudoanisata","native","M",0
"Melicope_puberula","native","M",0
"Melicope_quadrangularis","native","M",0
"Melicope_radiata","native","M",0
"Melicope_reflexa","native","M",0
"Melicope_rotundifolia","native","M",0
"Melicope_saintjohnii","native","M",0
"Melicope_sandwicensis","native","M",0
"Melicope_sessilis","native","M",1
"Melicope_volcanica","native","M",1
"Melicope_waialealae","native","M",0
"Melicope_wailauensis","native","M",0
"Melicope_wawraeana","native","M",0
"Melicope_zahlbruckneri","native","M",0
"Melochia_umbellata","exotic","M",1
"Metrosideros_kermadecensis","exotic","M",1
"Metrosideros_macropus","native","M",0
"Metrosideros_polymorpha","native","M",1
"Metrosideros_rugosa","native","M",0
"Metrosideros_tremuloides","native","M",0
"Metrosideros_waialealae","native","M",1
"Miconia_calvescens","exotic","M",1
"Montanoa_hibiscifolia","exotic","M",1
"Morella_cerifera","exotic","M",1
"Morella_faya","exotic","M",1
"Morinda_citrifolia","exotic","M",1
"Morinda_trimera","native","M",1
"Morus_alba","exotic","M",1
"Mucuna_gigantea","native","M",1
"Murraya_paniculata","exotic","M",1
"Myoporum_sandwicense","native","M",1
"Myrsine_alyxifolia","native","M",0
"Myrsine_degeneri","native","M",0
"Myrsine_denticulata","native","M",0
"Myrsine_fernseei","native","M",0
"Myrsine_helleri","native","M",0
"Myrsine_juddii","native","M",0
"Myrsine_kauaiensis","native","M",0
"Myrsine_knudsenii","native","M",0
"Myrsine_lanaiensis","native","M",1
"Myrsine_lessertiana","native","M",1
"Myrsine_linearifolia","native","M",0
"Myrsine_mezii","native","M",0
"Myrsine_petiolata","native","M",0
"Myrsine_pukooensis","native","M",1
"Myrsine_punctata","native","M",0
"Myrsine_sandwicensis","native","M",1
"Myrsine_vaccinioides","native","M",1
"Myrsine_wawraea","native","M",0
"Neraudia_angulata","native","M",0
"Neraudia_kauaiensis","native","M",0
"Neraudia_melastomifolia","native","M",1
"Neraudia_ovata","native","M",0
"Neraudia_sericea","native","M",1
"Nerium_oleander","exotic","M",0
"Nestegis_sandwicensis","native","M",1
"Nicotiana_glauca","exotic","M",1
"Noronhia_emarginata","exotic","M",1
"Nothocestrum_breviflorum","native","M",0
"Nothocestrum_latifolium","native","M",1
"Nothocestrum_longifolium","native","M",1
"Nothocestrum_peltatum","native","M",0
"Nototrichium_divaricatum","native","M",0
"Nototrichium_humile","native","M",1
"Nototrichium_sandwicense","native","M",1
"Ochna_serrulata","exotic","M",0
"Ochna_thomasiana","exotic","M",1
"Ochrosia_compta","native","M",1
"Ochrosia_haleakalae","native","M",1
"Ochrosia_kauaiensis","native","M",0
"Ochrosia_kilaueaensis","native","M",0
"Odontonema_cuspidatum","exotic","M",1
"Olea_europaea","exotic","M",1
"Opuntia_cochenillifera","exotic","M",1
"Opuntia_ficus-indica","exotic","M",1
"Opuntia_monacantha","exotic","M",0
"Osteomeles_anthyllidifolia","native","M",1
"Oxyspora_paniculata","exotic","M",0
"Pandanus_tectorius","native","M",1
"Paraserianthes_lophantha","exotic","M",1
"Parkinsonia_aculeata","exotic","M",1
"Passiflora_edulis","exotic","M",1
"Passiflora_foetida","exotic","M",1
"Passiflora_laurifolia","exotic","M",1
"Passiflora_ligularis","exotic","M",1
"Passiflora_manicata","exotic","M",0
"Passiflora_tarminiana","exotic","M",1
"Passiflora_vitifolia","exotic","M",0
"Paulownia_tomentosa","exotic","M",0
"Pelea_elliptica","native","M",1
"Peltophorum_pterocarpum","exotic","M",0
"Pentas_lanceolata","exotic","M",1
"Pereskia_aculeata","exotic","M",0
"Perrottetia_sandwicensis","native","M",1
"Persea_americana","exotic","M",1
"Philadelphus_karwinskyanus","exotic","M",1
"Phoenix_×intermedia","exotic","M",1
"Photinia_davidiana","exotic","M",0
"Phyllanthus_acidus","exotic","M",0
"Phyllanthus_distichus","native","M",1
"Phyllanthus_reticulatus","exotic","M",0
"Phyllostachys_aurea","exotic","M",0
"Phyllostachys_nigra","exotic","M",1
"Phyllostegia_ambigua","native","M",1
"Phyllostegia_brevidens","native","M",1
"Phyllostegia_electra","native","M",0
"Phyllostegia_grandiflora","native","M",0
"Phyllostegia_hirsuta","native","M",0
"Phyllostegia_lantanoides","native","M",0
"Phyllostegia_renovans","native","M",0
"Phyllostegia_stachyoides","native","M",1
"Phyllostegia_warshaueri","native","M",0
"Phytolacca_dioica","exotic","M",0
"Pimenta_dioica","exotic","M",1
"Pimenta_racemosa","exotic","M",0
"Pinanga_coronata","exotic","M",0
"Piper_aduncum","exotic","M",1
"Piper_auritum","exotic","M",1
"Piper_methysticum","exotic","M",1
"Pipturus_albidus","native","M",1
"Pipturus_forbesii","native","M",1
"Pipturus_kauaiensis","native","M",0
"Pipturus_ruber","native","M",0
"Piscidia_piscipula","exotic","M",0
"Pisonia_brunoniana","native","M",1
"Pisonia_sandwicensis","native","M",1
